number,available_bikes,available_bikes_stands,last_update
38,19,21,"2021-03-19 18:41:31"
86,13,25,"2021-03-19 18:41:26"
87,16,22,"2021-03-19 18:41:25"
92,32,8,"2021-03-19 18:41:17"
13,5,25,"2021-03-19 18:41:17"
80,24,16,"2021-03-19 18:41:16"
107,5,35,"2021-03-19 18:41:12"
116,16,14,"2021-03-19 18:41:05"
39,1,19,"2021-03-19 18:41:02"
73,2,28,"2021-03-19 18:40:50"
17,12,8,"2021-03-19 18:40:47"
68,15,25,"2021-03-19 18:40:44"
103,9,31,"2021-03-19 18:40:35"
75,6,34,"2021-03-19 18:40:32"
31,20,0,"2021-03-19 18:40:28"
7,14,15,"2021-03-19 18:40:11"
16,3,17,"2021-03-19 18:40:09"
30,3,17,"2021-03-19 18:39:57"
49,10,30,"2021-03-19 18:39:50"
76,19,19,"2021-03-19 18:39:50"
117,5,35,"2021-03-19 18:39:39"
34,29,1,"2021-03-19 18:39:31"
104,7,33,"2021-03-19 18:39:22"
21,2,28,"2021-03-19 18:39:17"
36,5,35,"2021-03-19 18:39:13"
19,0,30,"2021-03-19 18:39:04"
90,17,23,"2021-03-19 18:39:02"
53,17,23,"2021-03-19 18:39:00"
105,7,29,"2021-03-19 18:38:57"
15,14,2,"2021-03-19 18:38:53"
114,0,40,"2021-03-19 18:38:44"
26,17,3,"2021-03-19 18:38:42"
98,3,37,"2021-03-19 18:38:35"
85,10,25,"2021-03-19 18:38:31"
45,7,23,"2021-03-19 18:38:30"
94,2,38,"2021-03-19 18:38:26"
91,27,3,"2021-03-19 18:38:18"
8,0,30,"2021-03-19 18:38:15"
41,14,6,"2021-03-19 18:38:12"
111,2,38,"2021-03-19 18:38:11"
44,19,11,"2021-03-19 18:38:07"
54,7,26,"2021-03-19 18:38:04"
115,23,7,"2021-03-19 18:37:45"
57,5,18,"2021-03-19 18:37:43"
31,18,2,"2021-03-19 18:37:38"
32,11,19,"2021-03-19 18:37:38"
66,24,16,"2021-03-19 18:37:35"
17,14,6,"2021-03-19 18:37:34"
104,8,32,"2021-03-19 18:37:30"
56,10,30,"2021-03-19 18:37:25"
109,8,21,"2021-03-19 18:37:23"
34,28,2,"2021-03-19 18:37:23"
6,7,13,"2021-03-19 18:37:20"
69,17,23,"2021-03-19 18:37:19"
67,1,39,"2021-03-19 18:37:16"
59,7,13,"2021-03-19 18:37:14"
100,24,1,"2021-03-19 18:37:13"
61,14,11,"2021-03-19 18:37:08"
2,3,17,"2021-03-19 18:37:06"
58,9,31,"2021-03-19 18:36:59"
71,19,21,"2021-03-19 18:36:57"
65,2,38,"2021-03-19 18:36:53"
110,13,27,"2021-03-19 18:36:50"
26,18,2,"2021-03-19 18:36:48"
9,5,19,"2021-03-19 18:36:44"
88,14,16,"2021-03-19 18:36:40"
77,2,27,"2021-03-19 18:36:39"
80,26,14,"2021-03-19 18:36:34"
37,10,20,"2021-03-19 18:36:28"
62,5,35,"2021-03-19 18:36:25"
64,10,30,"2021-03-19 18:36:21"
24,11,9,"2021-03-19 18:36:10"
90,15,25,"2021-03-19 18:36:09"
99,7,23,"2021-03-19 18:36:04"
22,3,17,"2021-03-19 18:35:59"
5,13,27,"2021-03-19 18:35:58"
11,9,21,"2021-03-19 18:35:53"
101,14,16,"2021-03-19 18:35:50"
95,15,25,"2021-03-19 18:35:49"
28,15,15,"2021-03-19 18:35:38"
33,12,11,"2021-03-19 18:35:37"
91,26,4,"2021-03-19 18:35:31"
18,6,24,"2021-03-19 18:35:25"
43,10,20,"2021-03-19 18:35:24"
4,9,11,"2021-03-19 18:35:24"
83,17,23,"2021-03-19 18:35:22"
48,12,28,"2021-03-19 18:35:19"
112,12,18,"2021-03-19 18:35:18"
79,7,20,"2021-03-19 18:35:02"
106,20,20,"2021-03-19 18:34:51"
102,13,27,"2021-03-19 18:34:50"
21,1,29,"2021-03-19 18:34:48"
16,4,16,"2021-03-19 18:34:39"
27,9,11,"2021-03-19 18:34:31"
93,12,28,"2021-03-19 18:34:26"
113,9,31,"2021-03-19 18:34:16"
10,11,5,"2021-03-19 18:34:13"
39,2,18,"2021-03-19 18:34:02"
47,6,34,"2021-03-19 18:33:55"
82,3,19,"2021-03-19 18:33:45"
78,9,31,"2021-03-19 18:33:43"
12,8,12,"2021-03-19 18:33:36"
72,21,10,"2021-03-19 18:33:26"
108,12,28,"2021-03-19 18:33:24"
85,9,26,"2021-03-19 18:33:20"
116,15,15,"2021-03-19 18:33:19"
89,12,28,"2021-03-19 18:33:17"
97,20,20,"2021-03-19 18:33:12"
63,15,20,"2021-03-19 18:33:10"
40,18,3,"2021-03-19 18:33:07"
36,6,34,"2021-03-19 18:33:03"
19,1,29,"2021-03-19 18:33:00"
42,16,14,"2021-03-19 18:32:54"
50,3,37,"2021-03-19 18:32:45"
74,3,27,"2021-03-19 18:32:45"
23,17,13,"2021-03-19 18:32:42"
69,15,25,"2021-03-19 18:32:32"
17,16,4,"2021-03-19 18:32:28"
50,4,36,"2021-03-19 18:32:28"
105,6,30,"2021-03-19 18:32:25"
95,14,26,"2021-03-19 18:32:24"
42,15,15,"2021-03-19 18:32:17"
24,10,10,"2021-03-19 18:32:15"
115,24,6,"2021-03-19 18:32:15"
68,14,26,"2021-03-19 18:32:09"
85,8,27,"2021-03-19 18:32:08"
74,2,28,"2021-03-19 18:32:02"
51,6,34,"2021-03-19 18:31:59"
55,9,27,"2021-03-19 18:31:59"
3,2,18,"2021-03-19 18:31:59"
84,9,21,"2021-03-19 18:31:56"
86,15,23,"2021-03-19 18:31:51"
30,4,16,"2021-03-19 18:31:51"
52,13,19,"2021-03-19 18:31:50"
32,14,16,"2021-03-19 18:31:42"
29,8,21,"2021-03-19 18:31:42"
28,14,16,"2021-03-19 18:31:39"
63,14,21,"2021-03-19 18:31:35"
87,16,22,"2021-03-19 18:31:20"
13,6,24,"2021-03-19 18:31:17"
92,32,8,"2021-03-19 18:31:11"
19,2,28,"2021-03-19 18:31:11"
23,15,15,"2021-03-19 18:30:59"
9,5,19,"2021-03-19 18:30:56"
103,9,31,"2021-03-19 18:30:29"
34,29,1,"2021-03-19 18:30:28"
99,8,22,"2021-03-19 18:30:24"
7,14,15,"2021-03-19 18:30:04"
73,3,27,"2021-03-19 18:29:54"
57,4,19,"2021-03-19 18:29:50"
72,20,11,"2021-03-19 18:29:49"
88,13,17,"2021-03-19 18:29:49"
76,19,19,"2021-03-19 18:29:44"
75,8,32,"2021-03-19 18:29:44"
44,18,12,"2021-03-19 18:29:36"
117,5,35,"2021-03-19 18:29:34"
107,4,36,"2021-03-19 18:29:09"
5,14,26,"2021-03-19 18:29:08"
53,17,23,"2021-03-19 18:28:54"
15,14,2,"2021-03-19 18:28:47"
10,12,4,"2021-03-19 18:28:44"
38,17,23,"2021-03-19 18:28:42"
114,0,40,"2021-03-19 18:28:38"
98,3,37,"2021-03-19 18:28:29"
91,25,5,"2021-03-19 18:28:26"
45,7,23,"2021-03-19 18:28:24"
94,2,38,"2021-03-19 18:28:20"
8,0,30,"2021-03-19 18:28:09"
96,9,21,"2021-03-19 18:28:08"
41,14,6,"2021-03-19 18:28:06"
37,11,19,"2021-03-19 18:28:04"
49,8,32,"2021-03-19 18:28:02"
27,10,10,"2021-03-19 18:27:59"
54,7,26,"2021-03-19 18:27:58"
111,1,39,"2021-03-19 18:27:50"
78,10,30,"2021-03-19 18:27:50"
58,9,31,"2021-03-19 18:27:45"
21,0,30,"2021-03-19 18:27:44"
25,9,21,"2021-03-19 18:27:34"
31,18,2,"2021-03-19 18:27:32"
12,7,13,"2021-03-19 18:27:32"
29,10,19,"2021-03-19 18:27:26"
104,8,32,"2021-03-19 18:27:24"
74,2,28,"2021-03-19 18:27:21"
109,8,21,"2021-03-19 18:27:17"
6,7,13,"2021-03-19 18:27:13"
89,11,29,"2021-03-19 18:27:12"
34,28,2,"2021-03-19 18:27:05"
95,15,25,"2021-03-19 18:27:05"
69,14,26,"2021-03-19 18:27:04"
66,24,16,"2021-03-19 18:27:03"
61,14,11,"2021-03-19 18:27:01"
2,3,17,"2021-03-19 18:27:00"
24,11,9,"2021-03-19 18:26:52"
71,19,21,"2021-03-19 18:26:50"
65,2,38,"2021-03-19 18:26:48"
9,6,18,"2021-03-19 18:26:47"
28,15,15,"2021-03-19 18:26:46"
110,13,27,"2021-03-19 18:26:44"
33,12,11,"2021-03-19 18:26:43"
26,18,2,"2021-03-19 18:26:41"
59,8,12,"2021-03-19 18:26:37"
77,2,27,"2021-03-19 18:26:33"
84,10,20,"2021-03-19 18:26:31"
56,10,30,"2021-03-19 18:26:18"
27,11,9,"2021-03-19 18:26:16"
39,2,18,"2021-03-19 18:26:15"
64,10,30,"2021-03-19 18:26:15"
67,0,40,"2021-03-19 18:26:11"
90,15,25,"2021-03-19 18:26:03"
100,25,0,"2021-03-19 18:26:02"
114,1,39,"2021-03-19 18:25:57"
101,14,16,"2021-03-19 18:25:55"
58,10,30,"2021-03-19 18:25:54"
22,3,17,"2021-03-19 18:25:53"
11,9,21,"2021-03-19 18:25:47"
50,4,36,"2021-03-19 18:25:37"
18,6,24,"2021-03-19 18:25:19"
115,23,7,"2021-03-19 18:25:18"
4,9,11,"2021-03-19 18:25:17"
83,17,23,"2021-03-19 18:25:16"
45,6,24,"2021-03-19 18:25:14"
97,19,21,"2021-03-19 18:25:13"
79,7,20,"2021-03-19 18:24:56"
106,20,20,"2021-03-19 18:24:45"
102,13,27,"2021-03-19 18:24:44"
16,4,16,"2021-03-19 18:24:33"
19,1,29,"2021-03-19 18:24:31"
37,12,18,"2021-03-19 18:24:24"
93,12,28,"2021-03-19 18:24:21"
62,4,36,"2021-03-19 18:24:19"
112,13,17,"2021-03-19 18:24:12"
113,9,31,"2021-03-19 18:24:10"
85,9,26,"2021-03-19 18:24:04"
43,11,19,"2021-03-19 18:23:56"
48,12,28,"2021-03-19 18:23:51"
47,6,34,"2021-03-19 18:23:50"
82,3,19,"2021-03-19 18:23:39"
88,12,18,"2021-03-19 18:23:37"
10,13,3,"2021-03-19 18:23:36"
42,16,14,"2021-03-19 18:23:20"
108,12,28,"2021-03-19 18:23:18"
116,15,15,"2021-03-19 18:23:13"
23,16,14,"2021-03-19 18:23:04"
40,18,3,"2021-03-19 18:23:00"
36,6,34,"2021-03-19 18:22:57"
80,25,15,"2021-03-19 18:22:53"
31,17,3,"2021-03-19 18:22:27"
17,16,4,"2021-03-19 18:22:22"
40,17,4,"2021-03-19 18:22:21"
112,14,16,"2021-03-19 18:22:19"
75,9,31,"2021-03-19 18:22:10"
3,2,18,"2021-03-19 18:21:53"
51,6,34,"2021-03-19 18:21:53"
30,4,16,"2021-03-19 18:21:45"
52,13,19,"2021-03-19 18:21:44"
32,14,16,"2021-03-19 18:21:36"
115,22,8,"2021-03-19 18:21:35"
63,14,21,"2021-03-19 18:21:29"
16,3,17,"2021-03-19 18:21:21"
44,18,12,"2021-03-19 18:21:21"
87,16,22,"2021-03-19 18:21:14"
76,20,18,"2021-03-19 18:21:14"
50,5,35,"2021-03-19 18:21:12"
13,6,24,"2021-03-19 18:21:12"
92,32,8,"2021-03-19 18:21:05"
26,18,2,"2021-03-19 18:20:59"
78,11,29,"2021-03-19 18:20:56"
69,15,25,"2021-03-19 18:20:50"
23,15,15,"2021-03-19 18:20:49"
96,10,20,"2021-03-19 18:20:44"
19,3,27,"2021-03-19 18:20:39"
105,7,29,"2021-03-19 18:20:37"
91,25,5,"2021-03-19 18:20:37"
33,14,9,"2021-03-19 18:20:35"
39,3,17,"2021-03-19 18:20:34"
56,11,29,"2021-03-19 18:20:25"
103,9,31,"2021-03-19 18:20:23"
34,25,5,"2021-03-19 18:20:20"
99,8,22,"2021-03-19 18:20:18"
86,16,22,"2021-03-19 18:20:12"
7,14,15,"2021-03-19 18:19:58"
73,3,27,"2021-03-19 18:19:48"
57,4,19,"2021-03-19 18:19:44"
90,16,24,"2021-03-19 18:19:36"
9,5,19,"2021-03-19 18:19:32"
5,13,27,"2021-03-19 18:19:29"
117,5,35,"2021-03-19 18:19:28"
77,4,25,"2021-03-19 18:19:27"
68,14,26,"2021-03-19 18:19:22"
29,8,21,"2021-03-19 18:19:20"
107,4,36,"2021-03-19 18:19:03"
80,24,16,"2021-03-19 18:18:55"
55,8,28,"2021-03-19 18:18:54"
53,17,23,"2021-03-19 18:18:49"
49,7,33,"2021-03-19 18:18:47"
6,8,12,"2021-03-19 18:18:47"
12,8,12,"2021-03-19 18:18:44"
24,11,9,"2021-03-19 18:18:43"
15,14,2,"2021-03-19 18:18:42"
38,17,23,"2021-03-19 18:18:36"
98,3,37,"2021-03-19 18:18:23"
94,2,38,"2021-03-19 18:18:14"
2,4,16,"2021-03-19 18:18:14"
27,10,10,"2021-03-19 18:18:08"
8,0,30,"2021-03-19 18:18:03"
41,14,6,"2021-03-19 18:18:00"
72,19,12,"2021-03-19 18:17:58"
54,7,26,"2021-03-19 18:17:52"
111,1,39,"2021-03-19 18:17:45"
21,0,30,"2021-03-19 18:17:38"
90,17,23,"2021-03-19 18:17:35"
29,9,20,"2021-03-19 18:17:34"
72,18,13,"2021-03-19 18:17:32"
112,17,13,"2021-03-19 18:17:31"
25,9,21,"2021-03-19 18:17:28"
80,19,21,"2021-03-19 18:17:19"
9,6,18,"2021-03-19 18:17:18"
104,8,32,"2021-03-19 18:17:18"
74,2,28,"2021-03-19 18:17:15"
31,18,2,"2021-03-19 18:17:09"
89,11,29,"2021-03-19 18:17:06"
49,5,35,"2021-03-19 18:16:59"
61,14,11,"2021-03-19 18:16:55"
95,16,24,"2021-03-19 18:16:50"
108,13,27,"2021-03-19 18:16:49"
71,19,21,"2021-03-19 18:16:44"
12,7,13,"2021-03-19 18:16:43"
65,2,38,"2021-03-19 18:16:42"
28,15,15,"2021-03-19 18:16:40"
110,13,27,"2021-03-19 18:16:38"
38,16,24,"2021-03-19 18:16:38"
59,8,12,"2021-03-19 18:16:31"
82,4,18,"2021-03-19 18:16:26"
68,11,29,"2021-03-19 18:16:15"
64,10,30,"2021-03-19 18:16:09"
67,0,40,"2021-03-19 18:16:05"
34,27,3,"2021-03-19 18:16:01"
98,4,36,"2021-03-19 18:15:59"
100,25,0,"2021-03-19 18:15:56"
84,11,19,"2021-03-19 18:15:56"
66,25,15,"2021-03-19 18:15:51"
114,1,39,"2021-03-19 18:15:51"
101,14,16,"2021-03-19 18:15:49"
22,3,17,"2021-03-19 18:15:47"
39,1,19,"2021-03-19 18:15:47"
11,9,21,"2021-03-19 18:15:41"
42,15,15,"2021-03-19 18:15:36"
40,16,5,"2021-03-19 18:15:36"
116,15,15,"2021-03-19 18:15:32"
91,23,7,"2021-03-19 18:15:27"
13,5,25,"2021-03-19 18:15:26"
4,9,11,"2021-03-19 18:15:12"
83,17,23,"2021-03-19 18:15:10"
24,11,9,"2021-03-19 18:15:09"
45,6,24,"2021-03-19 18:15:08"
77,5,24,"2021-03-19 18:15:01"
50,4,36,"2021-03-19 18:14:53"
79,7,20,"2021-03-19 18:14:50"
102,12,28,"2021-03-19 18:14:47"
106,20,20,"2021-03-19 18:14:40"
117,4,36,"2021-03-19 18:14:39"
97,20,20,"2021-03-19 18:14:24"
37,12,18,"2021-03-19 18:14:18"
88,13,17,"2021-03-19 18:14:18"
93,12,28,"2021-03-19 18:14:15"
62,4,36,"2021-03-19 18:14:13"
44,17,13,"2021-03-19 18:14:13"
113,9,31,"2021-03-19 18:14:03"
87,17,21,"2021-03-19 18:14:01"
18,7,23,"2021-03-19 18:14:00"
85,9,26,"2021-03-19 18:13:58"
19,4,26,"2021-03-19 18:13:56"
43,11,19,"2021-03-19 18:13:50"
48,12,28,"2021-03-19 18:13:45"
47,6,34,"2021-03-19 18:13:44"
115,21,9,"2021-03-19 18:13:36"
92,31,9,"2021-03-19 18:13:32"
10,13,3,"2021-03-19 18:13:30"
109,5,24,"2021-03-19 18:12:54"
58,11,29,"2021-03-19 18:12:54"
17,17,3,"2021-03-19 18:12:51"
36,6,34,"2021-03-19 18:12:51"
50,5,35,"2021-03-19 18:12:36"
85,8,27,"2021-03-19 18:12:29"
83,16,24,"2021-03-19 18:12:28"
33,14,9,"2021-03-19 18:12:28"
19,3,27,"2021-03-19 18:12:20"
88,14,16,"2021-03-19 18:12:14"
30,4,16,"2021-03-19 18:12:04"
75,9,31,"2021-03-19 18:12:04"
87,16,22,"2021-03-19 18:12:00"
112,17,13,"2021-03-19 18:11:49"
51,6,34,"2021-03-19 18:11:47"
3,2,18,"2021-03-19 18:11:46"
29,8,21,"2021-03-19 18:11:46"
52,13,19,"2021-03-19 18:11:38"
32,14,16,"2021-03-19 18:11:30"
34,25,5,"2021-03-19 18:11:23"
63,14,21,"2021-03-19 18:11:23"
25,10,20,"2021-03-19 18:11:21"
9,5,19,"2021-03-19 18:11:20"
71,17,23,"2021-03-19 18:11:15"
16,3,17,"2021-03-19 18:11:15"
76,20,18,"2021-03-19 18:11:08"
24,10,10,"2021-03-19 18:11:03"
26,18,2,"2021-03-19 18:10:53"
78,11,29,"2021-03-19 18:10:50"
95,18,22,"2021-03-19 18:10:47"
23,15,15,"2021-03-19 18:10:43"
61,13,12,"2021-03-19 18:10:39"
96,10,20,"2021-03-19 18:10:37"
105,7,29,"2021-03-19 18:10:31"
41,12,8,"2021-03-19 18:10:29"
56,11,29,"2021-03-19 18:10:19"
103,9,31,"2021-03-19 18:10:17"
99,8,22,"2021-03-19 18:10:12"
110,14,26,"2021-03-19 18:10:08"
74,2,28,"2021-03-19 18:10:08"
86,16,22,"2021-03-19 18:10:06"
7,14,15,"2021-03-19 18:09:52"
57,4,19,"2021-03-19 18:09:38"
4,10,10,"2021-03-19 18:09:35"
97,19,21,"2021-03-19 18:09:20"
5,15,25,"2021-03-19 18:09:18"
72,17,14,"2021-03-19 18:09:08"
107,4,36,"2021-03-19 18:08:57"
55,8,28,"2021-03-19 18:08:47"
53,17,23,"2021-03-19 18:08:42"
69,14,26,"2021-03-19 18:08:42"
6,8,12,"2021-03-19 18:08:41"
15,14,2,"2021-03-19 18:08:36"
17,15,5,"2021-03-19 18:08:36"
31,17,3,"2021-03-19 18:08:20"
101,13,17,"2021-03-19 18:08:13"
94,2,38,"2021-03-19 18:08:08"
27,10,10,"2021-03-19 18:08:02"
8,0,30,"2021-03-19 18:07:57"
92,30,10,"2021-03-19 18:07:52"
58,12,28,"2021-03-19 18:07:47"
54,7,26,"2021-03-19 18:07:46"
73,4,26,"2021-03-19 18:07:44"
111,1,39,"2021-03-19 18:07:39"
92,29,11,"2021-03-19 18:07:37"
9,6,18,"2021-03-19 18:07:36"
2,3,17,"2021-03-19 18:07:35"
72,18,13,"2021-03-19 18:07:33"
21,0,30,"2021-03-19 18:07:32"
33,16,7,"2021-03-19 18:07:31"
90,17,23,"2021-03-19 18:07:29"
78,10,30,"2021-03-19 18:07:25"
97,20,20,"2021-03-19 18:07:25"
65,5,35,"2021-03-19 18:07:21"
34,22,8,"2021-03-19 18:07:14"
104,8,32,"2021-03-19 18:07:12"
50,6,34,"2021-03-19 18:07:09"
31,18,2,"2021-03-19 18:06:55"
49,5,35,"2021-03-19 18:06:53"
98,5,35,"2021-03-19 18:06:48"
52,16,16,"2021-03-19 18:06:47"
108,13,27,"2021-03-19 18:06:43"
95,17,23,"2021-03-19 18:06:38"
12,7,13,"2021-03-19 18:06:38"
28,15,15,"2021-03-19 18:06:35"
38,16,24,"2021-03-19 18:06:32"
5,13,27,"2021-03-19 18:06:30"
39,0,20,"2021-03-19 18:06:25"
59,8,12,"2021-03-19 18:06:24"
115,20,10,"2021-03-19 18:06:21"
82,4,18,"2021-03-19 18:06:20"
68,11,29,"2021-03-19 18:06:09"
64,10,30,"2021-03-19 18:06:03"
87,16,22,"2021-03-19 18:05:59"
29,11,18,"2021-03-19 18:05:54"
84,11,19,"2021-03-19 18:05:50"
100,25,0,"2021-03-19 18:05:50"
66,25,15,"2021-03-19 18:05:45"
7,15,14,"2021-03-19 18:05:43"
22,3,17,"2021-03-19 18:05:41"
11,9,21,"2021-03-19 18:05:34"
40,16,5,"2021-03-19 18:05:30"
42,15,15,"2021-03-19 18:05:30"
71,17,23,"2021-03-19 18:05:29"
112,16,14,"2021-03-19 18:05:27"
116,15,15,"2021-03-19 18:05:26"
91,23,7,"2021-03-19 18:05:21"
13,5,25,"2021-03-19 18:05:20"
86,16,21,"2021-03-19 18:05:08"
67,2,38,"2021-03-19 18:05:07"
45,6,24,"2021-03-19 18:05:02"
109,4,25,"2021-03-19 18:04:56"
77,5,24,"2021-03-19 18:04:55"
48,10,30,"2021-03-19 18:04:50"
19,4,26,"2021-03-19 18:04:46"
79,7,20,"2021-03-19 18:04:44"
102,12,28,"2021-03-19 18:04:42"
117,4,36,"2021-03-19 18:04:33"
69,15,25,"2021-03-19 18:04:29"
37,12,18,"2021-03-19 18:04:12"
80,8,32,"2021-03-19 18:04:09"
93,12,28,"2021-03-19 18:04:09"
44,17,13,"2021-03-19 18:04:08"
62,4,36,"2021-03-19 18:04:07"
57,3,20,"2021-03-19 18:04:03"
113,9,31,"2021-03-19 18:03:57"
18,7,23,"2021-03-19 18:03:55"
96,9,21,"2021-03-19 18:03:49"
88,13,17,"2021-03-19 18:03:46"
36,7,33,"2021-03-19 18:03:41"
106,21,19,"2021-03-19 18:03:39"
47,6,34,"2021-03-19 18:03:38"
114,3,37,"2021-03-19 18:03:29"
75,8,32,"2021-03-19 18:03:27"
10,13,3,"2021-03-19 18:03:24"
43,10,20,"2021-03-19 18:03:23"
101,12,18,"2021-03-19 18:03:14"
56,9,31,"2021-03-19 18:03:12"
89,13,27,"2021-03-19 18:02:59"
85,7,28,"2021-03-19 18:02:27"
6,9,11,"2021-03-19 18:02:25"
77,6,23,"2021-03-19 18:02:24"
76,19,19,"2021-03-19 18:02:18"
95,20,20,"2021-03-19 18:02:16"
23,16,14,"2021-03-19 18:02:07"
19,5,25,"2021-03-19 18:02:06"
5,14,26,"2021-03-19 18:02:03"
97,21,19,"2021-03-19 18:01:59"
30,4,16,"2021-03-19 18:01:57"
31,15,5,"2021-03-19 18:01:47"
74,1,29,"2021-03-19 18:01:46"
51,6,34,"2021-03-19 18:01:41"
68,13,27,"2021-03-19 18:01:40"
3,2,18,"2021-03-19 18:01:40"
73,5,25,"2021-03-19 18:01:26"
39,2,18,"2021-03-19 18:01:26"
105,6,30,"2021-03-19 18:01:24"
117,3,37,"2021-03-19 18:01:24"
24,9,11,"2021-03-19 18:01:23"
42,16,14,"2021-03-19 18:01:16"
25,10,20,"2021-03-19 18:01:15"
16,3,17,"2021-03-19 18:01:10"
115,19,11,"2021-03-19 18:01:01"
32,16,14,"2021-03-19 18:00:59"
49,4,36,"2021-03-19 18:00:49"
36,6,34,"2021-03-19 18:00:47"
17,12,8,"2021-03-19 18:00:42"
57,4,19,"2021-03-19 18:00:40"
34,21,9,"2021-03-19 18:00:39"
61,13,12,"2021-03-19 18:00:33"
18,11,19,"2021-03-19 18:00:31"
41,12,8,"2021-03-19 18:00:23"
43,9,21,"2021-03-19 18:00:17"
9,8,16,"2021-03-19 18:00:15"
103,9,31,"2021-03-19 18:00:11"
26,17,3,"2021-03-19 18:00:08"
99,8,22,"2021-03-19 18:00:05"
52,15,17,"2021-03-19 18:00:04"
110,14,26,"2021-03-19 18:00:02"
50,7,33,"2021-03-19 17:59:43"
71,16,24,"2021-03-19 17:59:38"
33,18,5,"2021-03-19 17:59:38"
4,10,10,"2021-03-19 17:59:29"
58,13,27,"2021-03-19 17:59:25"
63,15,20,"2021-03-19 17:59:20"
84,10,20,"2021-03-19 17:59:04"
107,4,36,"2021-03-19 17:58:51"
55,8,28,"2021-03-19 17:58:41"
53,17,23,"2021-03-19 17:58:36"
15,14,2,"2021-03-19 17:58:30"
92,27,13,"2021-03-19 17:58:25"
2,4,16,"2021-03-19 17:58:12"
94,2,38,"2021-03-19 17:58:02"
44,18,12,"2021-03-19 17:58:01"
27,10,10,"2021-03-19 17:57:56"
8,0,30,"2021-03-19 17:57:51"
54,7,26,"2021-03-19 17:57:41"
50,8,32,"2021-03-19 17:57:36"
111,1,39,"2021-03-19 17:57:33"
83,15,25,"2021-03-19 17:57:33"
72,18,13,"2021-03-19 17:57:27"
65,5,35,"2021-03-19 17:57:15"
52,16,16,"2021-03-19 17:57:08"
19,6,24,"2021-03-19 17:57:08"
104,8,32,"2021-03-19 17:57:05"
58,14,26,"2021-03-19 17:56:56"
28,14,16,"2021-03-19 17:56:54"
71,15,25,"2021-03-19 17:56:50"
21,2,28,"2021-03-19 17:56:43"
98,5,35,"2021-03-19 17:56:43"
34,20,10,"2021-03-19 17:56:39"
108,13,27,"2021-03-19 17:56:37"
45,5,25,"2021-03-19 17:56:35"
12,7,13,"2021-03-19 17:56:32"
59,8,12,"2021-03-19 17:56:18"
43,9,21,"2021-03-19 17:56:18"
82,4,18,"2021-03-19 17:56:14"
49,5,35,"2021-03-19 17:56:09"
114,4,36,"2021-03-19 17:55:59"
64,10,30,"2021-03-19 17:55:56"
6,10,10,"2021-03-19 17:55:51"
29,11,18,"2021-03-19 17:55:49"
100,25,0,"2021-03-19 17:55:43"
91,24,6,"2021-03-19 17:55:39"
66,25,15,"2021-03-19 17:55:39"
7,15,14,"2021-03-19 17:55:37"
22,3,17,"2021-03-19 17:55:35"
33,19,4,"2021-03-19 17:55:32"
10,12,4,"2021-03-19 17:55:32"
11,9,21,"2021-03-19 17:55:28"
18,11,19,"2021-03-19 17:55:28"
90,17,23,"2021-03-19 17:55:27"
40,16,5,"2021-03-19 17:55:23"
116,15,15,"2021-03-19 17:55:19"
13,5,25,"2021-03-19 17:55:14"
80,9,31,"2021-03-19 17:55:14"
5,13,27,"2021-03-19 17:55:10"
57,3,20,"2021-03-19 17:55:01"
38,17,23,"2021-03-19 17:54:59"
87,14,24,"2021-03-19 17:54:59"
109,4,25,"2021-03-19 17:54:50"
79,7,20,"2021-03-19 17:54:39"
78,11,29,"2021-03-19 17:54:26"
69,15,25,"2021-03-19 17:54:23"
56,8,32,"2021-03-19 17:54:19"
77,7,22,"2021-03-19 17:54:17"
44,17,13,"2021-03-19 17:54:07"
37,12,18,"2021-03-19 17:54:05"
2,5,15,"2021-03-19 17:54:03"
93,12,28,"2021-03-19 17:54:03"
62,4,36,"2021-03-19 17:54:01"
76,19,19,"2021-03-19 17:54:00"
113,9,31,"2021-03-19 17:53:51"
96,9,21,"2021-03-19 17:53:43"
88,13,17,"2021-03-19 17:53:40"
30,5,15,"2021-03-19 17:53:36"
106,21,19,"2021-03-19 17:53:33"
47,6,34,"2021-03-19 17:53:32"
48,9,31,"2021-03-19 17:53:23"
75,8,32,"2021-03-19 17:53:22"
101,12,18,"2021-03-19 17:53:08"
67,3,37,"2021-03-19 17:53:06"
42,14,16,"2021-03-19 17:53:00"
68,14,26,"2021-03-19 17:52:54"
89,13,27,"2021-03-19 17:52:53"
9,9,15,"2021-03-19 17:52:38"
112,15,15,"2021-03-19 17:52:38"
68,17,23,"2021-03-19 17:52:36"
86,15,23,"2021-03-19 17:52:34"
102,13,27,"2021-03-19 17:52:34"
43,8,22,"2021-03-19 17:52:32"
49,6,34,"2021-03-19 17:52:30"
87,13,25,"2021-03-19 17:52:29"
85,7,28,"2021-03-19 17:52:21"
95,20,20,"2021-03-19 17:52:10"
89,14,26,"2021-03-19 17:52:03"
74,1,29,"2021-03-19 17:52:00"
51,6,34,"2021-03-19 17:51:55"
67,3,37,"2021-03-19 17:51:53"
4,9,11,"2021-03-19 17:51:46"
10,10,6,"2021-03-19 17:51:45"
23,15,15,"2021-03-19 17:51:39"
3,2,18,"2021-03-19 17:51:34"
15,13,3,"2021-03-19 17:51:33"
91,23,7,"2021-03-19 17:51:30"
39,2,18,"2021-03-19 17:51:20"
